TransactionID,AccountID,TransactionAmount,Transaction Date,TransactionType,Location,DeviceID,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Previous Transaction Date
Tx001174,Ac00342,206,28-11-2023,Debit,Houston,D000105,M080,Branch,62,Retired,144,1,3582,04-11-2024
Tx001175,Ac00462,39,13-07-2023,Debit,Louisville,D000356,M030,Branch,25,Student,132,1,922,04-11-2024
Tx001176,Ac00267,254,27-11-2023,Debit,Nashville,D000436,M098,Branch,35,Doctor,63,1,5789,04-11-2024
Tx001177,Ac00363,437,15-05-2023,Debit,Houston,D000033,M098,Branch,36,Engineer,213,1,4515,04-11-2024
Tx001178,Ac00211,225,16-11-2023,Debit,Miami,D000005,M002,Branch,76,Retired,63,1,7552,04-11-2024
Tx001179,Ac00204,753,09-02-2023,Credit,Dallas,D000181,M056,Atm,65,Doctor,115,1,14490,04-11-2024
Tx001180,Ac00456,79,29-05-2023,Credit,San Jose,D000574,M007,Branch,31,Doctor,41,1,13992,04-11-2024
Tx001181,Ac00016,50,14-02-2023,Credit,Jacksonville,D000309,M018,Atm,53,Doctor,87,1,186,04-11-2024
Tx001182,Ac00093,132,24-02-2023,Debit,Denver,D000019,M069,Atm,18,Student,164,1,726,04-11-2024
Tx001183,Ac00401,12,24-07-2023,Debit,Fort Worth,D000017,M078,Branch,76,Retired,105,1,7459,04-11-2024
Tx001184,Ac00366,83,13-11-2023,Debit,Los Angeles,D000037,M091,Atm,61,Retired,177,1,3066,04-11-2024
Tx001185,Ac00107,149,16-08-2023,Credit,Fort Worth,D000346,M019,Branch,46,Engineer,176,1,9380,04-11-2024
Tx001186,Ac00060,74,01-09-2023,Credit,Memphis,D000249,M090,Online,59,Doctor,148,1,13697,04-11-2024
Tx001187,Ac00384,877,13-07-2023,Credit,Portland,D000359,M056,Atm,62,Retired,118,1,3744,04-11-2024
Tx001188,Ac00483,616,11-09-2023,Debit,Jacksonville,D000649,M059,Atm,42,Doctor,133,1,14343,04-11-2024
Tx001189,Ac00126,643,25-09-2023,Credit,Jacksonville,D000384,M002,Online,36,Engineer,52,1,2882,04-11-2024
Tx001190,Ac00437,8,01-08-2023,Debit,Phoenix,D000147,M087,Atm,79,Retired,65,1,5631,04-11-2024
Tx001191,Ac00382,271,09-01-2023,Credit,Louisville,D000108,M066,Branch,77,Retired,143,1,4574,04-11-2024
Tx001192,Ac00339,499,21-04-2023,Debit,Charlotte,D000242,M012,Atm,24,Student,133,1,1243,04-11-2024
Tx001193,Ac00498,842,17-01-2023,Credit,Atlanta,D000659,M020,Branch,25,Student,287,1,352,04-11-2024
Tx001194,Ac00178,139,22-05-2023,Debit,Fort Worth,D000493,M030,Online,77,Retired,53,1,3100,04-11-2024
Tx001195,Ac00201,231,16-10-2023,Credit,Miami,D000135,M047,Branch,60,Engineer,83,1,4707,04-11-2024
Tx001196,Ac00124,292,08-06-2023,Debit,Columbus,D000631,M067,Atm,72,Retired,32,1,7950,04-11-2024
Tx001197,Ac00404,64,29-12-2023,Debit,Baltimore,D000150,M026,Online,54,Doctor,258,1,7954,04-11-2024
Tx001198,Ac00347,235,30-10-2023,Debit,Boston,D000300,M007,Branch,67,Doctor,74,1,5947,04-11-2024
Tx001199,Ac00480,202,16-10-2023,Debit,Baltimore,D000246,M096,Online,57,Engineer,78,1,6651,04-11-2024
Tx001200,Ac00303,161,05-09-2023,Debit,Nashville,D000577,M051,Atm,28,Student,13,1,1269,04-11-2024
Tx001201,Ac00249,18,11-09-2023,Debit,Atlanta,D000028,M072,Branch,53,Doctor,168,1,8288,04-11-2024
Tx001202,Ac00263,472,01-12-2023,Credit,San Jose,D000443,M048,Branch,34,Doctor,41,1,12949,04-11-2024
Tx001203,Ac00108,290,06-06-2023,Debit,Milwaukee,D000406,M005,Branch,55,Engineer,246,1,4747,04-11-2024
Tx001204,Ac00490,48,25-09-2023,Debit,New York,D000668,M060,Branch,27,Engineer,38,1,5335,04-11-2024
Tx001205,Ac00411,359,18-05-2023,Debit,Baltimore,D000567,M089,Branch,55,Doctor,30,1,1765,04-11-2024
Tx001206,Ac00087,33,29-05-2023,Debit,Fort Worth,D000471,M036,Online,19,Student,255,1,427,04-11-2024
Tx001207,Ac00196,4,04-05-2023,Debit,Denver,D000619,M074,Branch,67,Retired,140,1,6285,04-11-2024
Tx001208,Ac00267,32,08-08-2023,Debit,Fort Worth,D000641,M033,Online,51,Retired,149,1,1407,04-11-2024
Tx001209,Ac00267,220,06-04-2023,Debit,Boston,D000288,M047,Online,28,Student,102,1,1075,04-11-2024
Tx001210,Ac00125,476,11-09-2023,Credit,Houston,D000470,M003,Branch,77,Retired,99,1,5958,04-11-2024
Tx001211,Ac00428,142,01-09-2023,Debit,Miami,D000069,M051,Branch,23,Student,49,1,792,04-11-2024
Tx001212,Ac00477,96,19-01-2023,Debit,Washington,D000089,M070,Online,27,Student,91,1,1726,04-11-2024
Tx001213,Ac00417,51,01-12-2023,Credit,Los Angeles,D000215,M019,Branch,46,Engineer,199,1,8992,04-11-2024
Tx001214,Ac00170,1192,01-03-2023,Credit,Jacksonville,D000174,M093,Branch,60,Retired,103,5,7816,04-11-2024
Tx001215,Ac00147,51,21-12-2023,Debit,Boston,D000642,M018,Atm,62,Doctor,185,1,8271,04-11-2024
Tx001216,Ac00097,185,14-08-2023,Debit,Colorado Springs,D000322,M062,Branch,22,Student,159,1,636,04-11-2024
Tx001217,Ac00433,294,19-12-2023,Debit,Sacramento,D000255,M026,Online,40,Engineer,45,1,2290,04-11-2024
Tx001218,Ac00381,23,16-01-2023,Debit,Memphis,D000412,M062,Branch,32,Engineer,89,1,9968,04-11-2024
Tx001219,Ac00398,285,25-09-2023,Debit,Atlanta,D000137,M062,Atm,28,Student,93,1,168,04-11-2024
Tx001220,Ac00029,129,01-11-2023,Debit,Seattle,D000315,M001,Atm,31,Engineer,179,1,7582,04-11-2024
Tx001221,Ac00291,743,06-02-2023,Debit,New York,D000103,M050,Atm,50,Engineer,174,1,4111,04-11-2024
Tx001222,Ac00431,298,27-07-2023,Credit,Milwaukee,D000419,M070,Atm,28,Student,96,1,1680,04-11-2024
Tx001223,Ac00275,232,06-02-2023,Debit,Indianapolis,D000280,M049,Atm,66,Doctor,12,1,5715,04-11-2024
Tx001224,Ac00093,296,10-07-2023,Credit,Chicago,D000088,M041,Branch,47,Engineer,46,1,5898,04-11-2024
Tx001225,Ac00442,303,14-12-2023,Debit,Los Angeles,D000004,M081,Online,55,Doctor,275,1,5239,04-11-2024
Tx001226,Ac00465,81,03-07-2023,Debit,Omaha,D000196,M089,Atm,58,Engineer,56,1,7789,04-11-2024
Tx001227,Ac00158,776,19-09-2023,Credit,Mesa,D000627,M070,Branch,79,Retired,158,1,3899,04-11-2024
Tx001228,Ac00334,178,21-08-2023,Debit,Baltimore,D000158,M041,Branch,26,Student,136,1,1215,04-11-2024
Tx001229,Ac00093,212,26-12-2023,Debit,Indianapolis,D000487,M075,Online,20,Student,181,1,927,04-11-2024
Tx001230,Ac00229,17,18-09-2023,Debit,Omaha,D000618,M004,Online,23,Student,219,1,914,04-11-2024
Tx001231,Ac00373,124,25-12-2023,Debit,Charlotte,D000523,M013,Atm,23,Student,172,1,9695,04-11-2024
Tx001232,Ac00328,38,19-05-2023,Debit,San Antonio,D000228,M003,Atm,63,Doctor,135,1,8647,04-11-2024
Tx001233,Ac00160,270,01-09-2023,Debit,San Jose,D000202,M013,Atm,52,Engineer,17,1,1292,04-11-2024
Tx001234,Ac00014,605,03-10-2023,Debit,Mesa,D000488,M085,Atm,21,Student,33,1,392,04-11-2024
Tx001235,Ac00090,11,13-06-2023,Debit,Austin,D000384,M090,Atm,60,Engineer,40,1,9877,04-11-2024
Tx001236,Ac00053,29,02-01-2023,Credit,Nashville,D000300,M004,Branch,58,Doctor,41,1,12060,04-11-2024
Tx001237,Ac00478,702,25-01-2023,Credit,Seattle,D000037,M055,Online,61,Retired,64,1,6643,04-11-2024
Tx001238,Ac00356,862,30-06-2023,Debit,Kansas City,D000137,M070,Branch,57,Doctor,72,1,9903,04-11-2024
Tx001239,Ac00244,411,25-05-2023,Debit,Los Angeles,D000309,M026,Atm,22,Student,45,1,151,04-11-2024
Tx001240,Ac00103,37,25-09-2023,Debit,Virginia Beach,D000545,M087,Branch,41,Engineer,79,1,2851,04-11-2024
Tx001241,Ac00053,138,23-08-2023,Debit,Nashville,D000439,M065,Atm,30,Doctor,95,1,10680,04-11-2024
Tx001242,Ac00151,168,03-01-2023,Credit,New York,D000050,M015,Online,51,Doctor,12,1,10652,04-11-2024
Tx001243,Ac00494,431,19-05-2023,Debit,Baltimore,D000176,M058,Branch,24,Student,93,1,569,04-11-2024
Tx001244,Ac00219,14,10-10-2023,Debit,Phoenix,D000670,M077,Branch,24,Student,20,1,955,04-11-2024
Tx001245,Ac00202,643,11-12-2023,Debit,Jacksonville,D000643,M060,Atm,76,Retired,66,1,1831,04-11-2024
Tx001246,Ac00254,175,25-05-2023,Debit,Las Vegas,D000406,M100,Online,28,Engineer,169,2,9275,04-11-2024
Tx001247,Ac00285,303,23-11-2023,Debit,Jacksonville,D000290,M020,Atm,36,Engineer,175,1,9385,04-11-2024
Tx001248,Ac00071,1648,03-11-2023,Debit,Louisville,D000593,M049,Atm,67,Retired,52,1,1484,04-11-2024
Tx001249,Ac00073,407,25-12-2023,Debit,New York,D000073,M016,Online,66,Retired,84,1,1968,04-11-2024
Tx001250,Ac00383,256,05-12-2023,Debit,New York,D000099,M066,Online,53,Retired,172,1,4203,04-11-2024
Tx001251,Ac00326,81,05-04-2023,Credit,Jacksonville,D000179,M078,Online,19,Student,97,1,960,04-11-2024
Tx001252,Ac00153,96,27-09-2023,Debit,Atlanta,D000211,M061,Online,22,Student,27,1,272,04-11-2024
Tx001253,Ac00460,380,23-03-2023,Credit,Indianapolis,D000668,M040,Branch,41,Doctor,118,1,12572,04-11-2024
Tx001254,Ac00439,903,03-01-2023,Debit,El Paso,D000286,M028,Online,22,Student,65,1,8627,04-11-2024
Tx001255,Ac00070,142,06-07-2023,Debit,Houston,D000416,M005,Branch,18,Student,27,4,524,04-11-2024
Tx001256,Ac00086,847,15-06-2023,Debit,Jacksonville,D000469,M042,Branch,28,Student,175,1,422,04-11-2024
Tx001257,Ac00330,295,19-06-2023,Credit,Dallas,D000126,M100,Branch,66,Doctor,31,1,12962,04-11-2024
Tx001258,Ac00027,18,09-05-2023,Debit,Charlotte,D000133,M032,Branch,68,Retired,213,1,6382,04-11-2024
Tx001259,Ac00020,603,20-11-2023,Debit,Detroit,D000238,M017,Branch,28,Student,48,1,118,04-11-2024
Tx001260,Ac00232,55,24-08-2023,Credit,Philadelphia,D000050,M082,Branch,57,Retired,147,1,1715,04-11-2024
Tx001261,Ac00247,415,22-11-2023,Debit,San Francisco,D000577,M014,Online,29,Doctor,274,1,5600,04-11-2024
Tx001262,Ac00136,886,01-01-2024,Debit,Colorado Springs,D000614,M081,Branch,61,Retired,69,1,7904,04-11-2024
Tx001263,Ac00322,440,21-08-2023,Debit,San Jose,D000569,M099,Online,49,Engineer,88,1,1490,04-11-2024
Tx001264,Ac00461,35,29-11-2023,Debit,Nashville,D000243,M005,Atm,56,Retired,285,1,1533,04-11-2024
Tx001265,Ac00079,76,23-03-2023,Debit,Denver,D000507,M019,Branch,18,Student,219,1,5976,04-11-2024
Tx001266,Ac00176,596,13-01-2023,Credit,San Antonio,D000063,M085,Atm,19,Student,162,1,1674,04-11-2024
Tx001267,Ac00417,6,10-08-2023,Debit,Chicago,D000358,M035,Branch,76,Retired,70,1,3291,04-11-2024
Tx001268,Ac00260,249,09-08-2023,Debit,Charlotte,D000498,M088,Atm,26,Engineer,197,1,3031,04-11-2024
Tx001269,Ac00471,422,15-08-2023,Debit,San Jose,D000035,M064,Branch,20,Student,67,1,370,04-11-2024
Tx001270,Ac00231,190,15-08-2023,Debit,Raleigh,D000290,M011,Branch,58,Engineer,24,1,6570,04-11-2024
Tx001271,Ac00184,73,27-02-2023,Debit,Atlanta,D000067,M025,Branch,76,Retired,213,1,2265,04-11-2024
Tx001272,Ac00475,188,18-10-2023,Credit,Jacksonville,D000157,M091,Online,75,Retired,198,1,5030,04-11-2024
Tx001273,Ac00329,31,02-06-2023,Debit,Jacksonville,D000526,M005,Branch,62,Doctor,122,1,12328,04-11-2024
Tx001274,Ac00431,1236,19-05-2023,Credit,San Jose,D000216,M048,Branch,20,Student,118,1,420,04-11-2024
Tx001275,Ac00398,1159,24-05-2023,Debit,Oklahoma City,D000294,M091,Online,41,Doctor,150,1,6500,04-11-2024
Tx001276,Ac00221,170,12-10-2023,Debit,San Francisco,D000150,M050,Branch,62,Retired,133,1,5173,04-11-2024
Tx001277,Ac00299,57,05-06-2023,Debit,Austin,D000475,M069,Branch,54,Doctor,121,1,8981,04-11-2024
Tx001278,Ac00266,53,27-02-2023,Debit,Las Vegas,D000431,M062,Atm,34,Doctor,70,1,7915,04-11-2024
Tx001279,Ac00297,587,21-04-2023,Debit,Omaha,D000010,M007,Online,27,Student,144,1,501,04-11-2024
Tx001280,Ac00373,146,31-07-2023,Debit,Phoenix,D000640,M098,Branch,43,Doctor,75,1,13784,04-11-2024
Tx001281,Ac00489,21,06-01-2023,Credit,Indianapolis,D000386,M070,Online,62,Retired,114,1,7393,04-11-2024
Tx001282,Ac00128,1398,24-07-2023,Credit,Austin,D000117,M020,Atm,26,Student,144,1,1135,04-11-2024
Tx001283,Ac00409,76,13-11-2023,Credit,Albuquerque,D000644,M087,Online,34,Doctor,189,1,14765,04-11-2024
Tx001284,Ac00410,170,12-07-2023,Credit,Los Angeles,D000255,M077,Branch,27,Student,156,5,746,04-11-2024
Tx001285,Ac00360,156,07-07-2023,Debit,Raleigh,D000008,M081,Atm,68,Doctor,15,1,5360,04-11-2024
Tx001286,Ac00422,135,21-08-2023,Debit,Colorado Springs,D000639,M100,Online,72,Retired,50,1,5878,04-11-2024
Tx001287,Ac00225,39,20-03-2023,Debit,Omaha,D000435,M017,Atm,56,Retired,38,1,5890,04-11-2024
Tx001288,Ac00261,452,26-05-2023,Debit,Houston,D000113,M072,Online,33,Engineer,15,1,4382,04-11-2024
Tx001289,Ac00468,19,18-04-2023,Credit,Colorado Springs,D000546,M007,Online,49,Engineer,160,1,8478,04-11-2024
Tx001290,Ac00138,355,18-09-2023,Credit,Fort Worth,D000052,M053,Online,26,Student,33,1,185,04-11-2024
Tx001291,Ac00013,428,29-08-2023,Debit,Raleigh,D000347,M088,Atm,43,Engineer,236,1,2444,04-11-2024
Tx001292,Ac00275,255,28-03-2023,Debit,Boston,D000296,M013,Branch,23,Student,102,1,700,04-11-2024
Tx001293,Ac00125,19,26-01-2023,Debit,Dallas,D000674,M002,Atm,27,Engineer,114,1,4740,04-11-2024
Tx001294,Ac00200,190,10-07-2023,Debit,Baltimore,D000467,M043,Atm,49,Doctor,265,1,12894,04-11-2024
Tx001295,Ac00213,91,09-06-2023,Debit,Jacksonville,D000609,M013,Atm,65,Retired,179,1,2403,04-11-2024
Tx001296,Ac00035,207,03-04-2023,Credit,Oklahoma City,D000239,M023,Online,59,Retired,128,1,7627,04-11-2024
Tx001297,Ac00070,93,07-12-2023,Debit,Charlotte,D000140,M030,Online,52,Retired,52,1,1015,04-11-2024
Tx001298,Ac00275,548,07-04-2023,Debit,Oklahoma City,D000218,M070,Atm,28,Student,171,1,1359,04-11-2024
Tx001299,Ac00060,641,24-10-2023,Debit,Colorado Springs,D000057,M099,Atm,23,Student,25,1,1602,04-11-2024
Tx001300,Ac00304,315,11-12-2023,Credit,Dallas,D000513,M001,Branch,27,Student,19,2,1106,04-11-2024
Tx001301,Ac00372,836,25-04-2023,Debit,Virginia Beach,D000096,M043,Online,61,Retired,63,1,1732,04-11-2024
Tx001302,Ac00498,1095,27-02-2023,Debit,San Francisco,D000198,M076,Atm,29,Engineer,52,1,8692,04-11-2024
Tx001303,Ac00465,189,17-04-2023,Credit,Boston,D000083,M008,Branch,53,Doctor,62,1,12579,04-11-2024
Tx001304,Ac00396,92,21-03-2023,Credit,Mesa,D000292,M023,Branch,67,Retired,80,1,1712,04-11-2024
Tx001305,Ac00083,610,05-07-2023,Debit,Washington,D000672,M076,Atm,78,Retired,169,1,3485,04-11-2024
Tx001306,Ac00479,859,28-07-2023,Credit,Colorado Springs,D000067,M066,Branch,78,Retired,68,1,1147,04-11-2024
Tx001307,Ac00091,100,01-08-2023,Debit,Philadelphia,D000499,M061,Atm,50,Doctor,63,1,6393,04-11-2024
Tx001308,Ac00024,29,29-06-2023,Credit,Tucson,D000041,M096,Online,40,Doctor,51,1,681,04-11-2024
Tx001309,Ac00366,111,07-08-2023,Debit,Chicago,D000493,M064,Online,70,Doctor,83,1,7037,04-11-2024
Tx001310,Ac00470,471,15-05-2023,Credit,Indianapolis,D000600,M036,Online,69,Doctor,124,2,12991,04-11-2024
Tx001311,Ac00032,52,10-03-2023,Credit,San Francisco,D000088,M016,Branch,28,Student,96,1,105,04-11-2024
Tx001312,Ac00136,79,11-09-2023,Debit,Oklahoma City,D000521,M084,Branch,32,Doctor,52,1,1361,04-11-2024
Tx001313,Ac00001,48,31-07-2023,Debit,Denver,D000649,M034,Branch,25,Student,37,1,1650,04-11-2024
Tx001314,Ac00187,334,15-09-2023,Debit,Fresno,D000305,M011,Branch,52,Doctor,45,1,5237,04-11-2024
Tx001315,Ac00452,31,22-03-2023,Debit,Fresno,D000015,M025,Atm,33,Doctor,295,1,14349,04-11-2024
Tx001316,Ac00036,710,12-07-2023,Debit,San Diego,D000398,M007,Online,67,Retired,115,1,5626,04-11-2024
Tx001317,Ac00125,220,08-03-2023,Debit,Milwaukee,D000663,M059,Atm,41,Engineer,48,1,3438,04-11-2024
Tx001318,Ac00403,27,18-09-2023,Debit,Atlanta,D000082,M070,Atm,29,Doctor,96,1,10668,04-11-2024
Tx001319,Ac00264,102,25-12-2023,Debit,Tucson,D000002,M086,Atm,49,Engineer,98,1,2019,04-11-2024
Tx001320,Ac00123,163,09-08-2023,Debit,New York,D000169,M088,Atm,59,Engineer,147,1,9501,04-11-2024
Tx001321,Ac00298,11,11-05-2023,Debit,Kansas City,D000137,M019,Atm,55,Retired,30,1,2473,04-11-2024
Tx001322,Ac00235,271,19-07-2023,Debit,Los Angeles,D000149,M027,Branch,38,Doctor,37,1,6522,04-11-2024
Tx001323,Ac00259,202,27-03-2023,Debit,New York,D000023,M049,Online,20,Student,134,1,1223,04-11-2024
Tx001324,Ac00329,248,10-01-2023,Debit,San Antonio,D000112,M068,Atm,39,Engineer,152,1,779,04-11-2024
Tx001325,Ac00482,686,29-05-2023,Debit,Denver,D000103,M030,Atm,61,Retired,96,1,2246,04-11-2024
Tx001326,Ac00020,360,03-10-2023,Credit,Jacksonville,D000133,M085,Online,25,Student,289,1,220,04-11-2024
Tx001327,Ac00453,110,12-01-2023,Debit,Seattle,D000517,M074,Branch,38,Doctor,90,1,12896,04-11-2024
Tx001328,Ac00367,216,01-05-2023,Credit,Columbus,D000682,M032,Branch,30,Engineer,137,1,8697,04-11-2024
Tx001329,Ac00167,491,11-10-2023,Debit,Columbus,D000193,M048,Online,66,Retired,156,1,6414,04-11-2024
Tx001330,Ac00110,224,19-01-2023,Debit,Chicago,D000316,M068,Online,64,Retired,68,1,5768,04-11-2024
Tx001331,Ac00078,614,15-02-2023,Debit,Dallas,D000693,M086,Atm,68,Retired,51,1,2816,04-11-2024
Tx001332,Ac00212,609,08-05-2023,Debit,Fort Worth,D000399,M015,Online,55,Engineer,157,1,2991,04-11-2024
Tx001333,Ac00051,187,03-11-2023,Debit,Philadelphia,D000049,M003,Branch,48,Engineer,288,1,225,04-11-2024
Tx001334,Ac00250,840,21-06-2023,Credit,Colorado Springs,D000692,M014,Branch,20,Student,68,1,1237,04-11-2024
Tx001335,Ac00304,203,20-03-2023,Debit,Phoenix,D000057,M061,Atm,60,Doctor,66,1,13587,04-11-2024
Tx001336,Ac00007,91,20-12-2023,Debit,Colorado Springs,D000086,M071,Atm,26,Engineer,284,1,7117,04-11-2024
Tx001337,Ac00017,60,20-11-2023,Credit,Albuquerque,D000636,M067,Branch,61,Retired,122,1,7236,04-11-2024
Tx001338,Ac00158,394,27-11-2023,Debit,Memphis,D000504,M061,Branch,72,Retired,47,1,7319,04-11-2024
Tx001339,Ac00110,19,16-05-2023,Debit,Colorado Springs,D000294,M062,Atm,43,Doctor,45,1,9848,04-11-2024
Tx001340,Ac00175,557,17-11-2023,Credit,Washington,D000180,M087,Online,80,Retired,49,1,2969,04-11-2024
Tx001341,Ac00079,57,14-04-2023,Credit,Boston,D000250,M027,Online,31,Doctor,99,1,9324,04-11-2024
Tx001342,Ac00403,395,25-08-2023,Credit,Miami,D000045,M085,Online,18,Student,167,1,1764,04-11-2024
Tx001343,Ac00228,289,07-08-2023,Debit,New York,D000493,M088,Atm,75,Retired,116,1,5683,04-11-2024
Tx001344,Ac00344,46,09-06-2023,Debit,San Francisco,D000184,M048,Online,33,Doctor,233,1,5226,04-11-2024
Tx001345,Ac00466,336,27-03-2023,Debit,Sacramento,D000326,M003,Atm,63,Retired,47,1,6445,04-11-2024
Tx001346,Ac00204,388,14-08-2023,Debit,Seattle,D000422,M067,Online,24,Student,68,1,290,04-11-2024
Tx001347,Ac00030,521,05-09-2023,Credit,Sacramento,D000309,M017,Online,51,Engineer,66,1,9201,04-11-2024
Tx001348,Ac00455,787,20-03-2023,Debit,Memphis,D000351,M081,Online,25,Student,39,1,301,04-11-2024
Tx001349,Ac00094,32,19-06-2023,Credit,Raleigh,D000596,M074,Atm,48,Doctor,121,1,744,04-11-2024
Tx001350,Ac00185,22,01-06-2023,Debit,Philadelphia,D000035,M030,Atm,21,Student,90,1,1200,04-11-2024
Tx001351,Ac00351,203,01-05-2023,Debit,San Jose,D000004,M078,Atm,56,Retired,181,1,1562,04-11-2024
Tx001352,Ac00335,316,18-01-2023,Credit,Raleigh,D000625,M024,Branch,49,Doctor,172,1,7720,04-11-2024
Tx001353,Ac00409,192,27-02-2023,Debit,Albuquerque,D000117,M058,Online,54,Engineer,39,3,2611,04-11-2024
Tx001354,Ac00312,1511,28-12-2023,Debit,Oklahoma City,D000106,M060,Online,66,Retired,51,1,2060,04-11-2024
Tx001355,Ac00097,0,15-06-2023,Debit,Oklahoma City,D000239,M090,Online,20,Student,173,1,1834,04-11-2024
Tx001356,Ac00447,211,23-11-2023,Debit,Mesa,D000009,M094,Atm,71,Retired,161,1,5397,04-11-2024
Tx001357,Ac00280,407,31-05-2023,Debit,Mesa,D000013,M062,Atm,57,Doctor,107,1,12996,04-11-2024
Tx001358,Ac00023,423,08-11-2023,Debit,Tucson,D000237,M027,Atm,40,Engineer,111,1,7616,04-11-2024
Tx001359,Ac00077,21,27-02-2023,Credit,Philadelphia,D000627,M014,Atm,35,Doctor,225,1,12501,04-11-2024
Tx001360,Ac00113,174,21-06-2023,Debit,San Francisco,D000078,M015,Atm,19,Student,36,1,1127,04-11-2024
Tx001361,Ac00391,8,09-01-2023,Credit,Sacramento,D000065,M053,Branch,76,Retired,91,1,3622,04-11-2024
Tx001362,Ac00136,62,16-10-2023,Debit,Denver,D000376,M038,Online,49,Engineer,44,1,5212,04-11-2024
Tx001363,Ac00204,55,03-01-2023,Credit,San Francisco,D000287,M071,Branch,58,Retired,40,1,2727,04-11-2024
Tx001364,Ac00089,205,05-09-2023,Debit,Oklahoma City,D000359,M032,Branch,49,Doctor,95,5,5117,04-11-2024
Tx001365,Ac00305,17,21-09-2023,Debit,Tucson,D000477,M009,Branch,26,Engineer,159,1,6090,04-11-2024
Tx001366,Ac00338,91,11-09-2023,Debit,Milwaukee,D000353,M056,Branch,58,Engineer,77,1,2618,04-11-2024
Tx001367,Ac00268,195,10-11-2023,Debit,Memphis,D000472,M016,Atm,31,Doctor,212,1,11988,04-11-2024
Tx001368,Ac00363,50,12-06-2023,Debit,Portland,D000080,M055,Atm,55,Engineer,111,1,3841,04-11-2024
Tx001369,Ac00316,487,07-12-2023,Credit,Los Angeles,D000361,M077,Branch,28,Student,84,1,321,04-11-2024
Tx001370,Ac00167,406,02-01-2023,Debit,Tucson,D000643,M031,Online,37,Engineer,44,1,9755,04-11-2024
Tx001371,Ac00405,513,08-08-2023,Debit,Columbus,D000335,M066,Branch,57,Engineer,143,1,9585,04-11-2024
Tx001372,Ac00098,346,16-10-2023,Debit,Portland,D000354,M100,Atm,31,Doctor,163,1,7625,04-11-2024
Tx001373,Ac00116,357,09-10-2023,Debit,New York,D000399,M100,Online,47,Engineer,52,1,2486,04-11-2024
Tx001374,Ac00267,10,09-10-2023,Debit,Louisville,D000072,M054,Online,36,Engineer,280,1,2138,04-11-2024
Tx001375,Ac00447,212,13-01-2023,Debit,Atlanta,D000674,M066,Branch,30,Doctor,111,1,6413,04-11-2024
Tx001376,Ac00042,221,20-10-2023,Credit,Oklahoma City,D000203,M052,Branch,23,Student,196,1,707,04-11-2024
Tx001377,Ac00074,278,13-09-2023,Debit,Fresno,D000530,M019,Online,48,Engineer,83,1,8301,04-11-2024
Tx001378,Ac00063,117,04-05-2023,Debit,Memphis,D000024,M026,Atm,45,Doctor,263,1,7717,04-11-2024
Tx001379,Ac00085,329,04-10-2023,Credit,San Diego,D000133,M033,Online,39,Doctor,247,1,6967,04-11-2024
Tx001380,Ac00126,78,03-04-2023,Debit,Louisville,D000522,M052,Branch,54,Retired,55,1,5159,04-11-2024
Tx001381,Ac00471,422,25-07-2023,Debit,San Jose,D000339,M014,Online,67,Doctor,103,1,12031,04-11-2024
Tx001382,Ac00304,314,20-06-2023,Debit,Oklahoma City,D000211,M034,Branch,73,Retired,152,1,7094,04-11-2024
Tx001383,Ac00242,412,10-03-2023,Debit,Washington,D000104,M014,Branch,29,Doctor,153,1,8540,04-11-2024
Tx001384,Ac00261,509,20-06-2023,Debit,Chicago,D000316,M071,Branch,59,Retired,89,1,7641,04-11-2024
Tx001385,Ac00338,153,14-07-2023,Debit,Omaha,D000637,M057,Atm,24,Student,201,1,1292,04-11-2024
Tx001386,Ac00292,23,27-11-2023,Debit,Las Vegas,D000363,M090,Branch,63,Retired,166,1,5959,04-11-2024
Tx001387,Ac00024,69,09-06-2023,Debit,Los Angeles,D000379,M070,Online,25,Student,129,1,709,04-11-2024
Tx001388,Ac00441,51,30-10-2023,Credit,Austin,D000113,M044,Branch,28,Student,66,1,1744,04-11-2024
Tx001389,Ac00412,408,29-08-2023,Debit,Denver,D000013,M095,Atm,25,Student,263,1,274,04-11-2024
Tx001390,Ac00315,459,07-08-2023,Debit,Tucson,D000248,M043,Branch,25,Student,59,1,131,04-11-2024
Tx001391,Ac00120,302,23-05-2023,Debit,Seattle,D000014,M011,Branch,49,Doctor,118,1,10390,04-11-2024
Tx001392,Ac00462,18,09-02-2023,Debit,San Diego,D000416,M061,Online,63,Doctor,91,1,1048,04-11-2024
Tx001393,Ac00481,5,27-06-2023,Credit,San Francisco,D000121,M008,Online,32,Doctor,132,1,12897,04-11-2024
Tx001394,Ac00166,401,13-03-2023,Debit,Los Angeles,D000404,M031,Branch,43,Engineer,251,1,8209,04-11-2024
Tx001395,Ac00438,145,18-09-2023,Debit,Tucson,D000069,M044,Online,38,Engineer,24,1,5244,04-11-2024
Tx001396,Ac00090,556,06-07-2023,Debit,Seattle,D000377,M031,Online,37,Doctor,46,1,11935,04-11-2024
Tx001397,Ac00041,34,19-10-2023,Debit,Philadelphia,D000353,M094,Atm,24,Student,251,1,1485,04-11-2024
Tx001398,Ac00141,781,28-04-2023,Credit,Tucson,D000451,M058,Online,23,Student,145,1,6513,04-11-2024
Tx001399,Ac00410,283,28-06-2023,Debit,Fort Worth,D000626,M012,Atm,35,Doctor,161,1,13801,04-11-2024
